bien_id,mut_date,mut_numdisp,mut_type,mut_val
31555AD52312,2020-04-30,1,Vente,236320.0
31205AH18889,2020-04-23,1,Vente,300000.0
31555AD3602252,2020-04-29,1,Vente,159000.0
31561AN219606,2020-05-11,1,Vente,108500.0
31555AB7222,2020-04-29,1,Vente,136000.0
31555AC3351363,2020-04-21,1,Vente,237000.0
31555AH18011,2020-02-25,1,Vente,106900.0
31555AC1802,2020-05-12,1,Vente,74400.0
31555AB2903,2020-05-14,1,Vente,302150.0
31446AK301491,2020-04-24,1,Vente,158000.0
31555AB63373,2020-05-11,1,Vente,399000.0
31555AC648,2020-05-15,1,Vente,150540.0
31555AH379261,2020-05-20,1,Vente,62500.0
31555AR39123,2020-05-18,1,Vente,128000.0
31116BD2592,2020-04-30,1,Vente,164950.0
31555AB32337,2020-04-30,1,Vente,452500.0
31555AC3013,2020-05-04,1,Vente,213000.0
31555BH2023,2020-05-07,1,Vente,269650.0
31555AB23931,2020-05-20,1,Vente,246800.0
31555AD59358,2020-05-11,1,Vente,156000.0
31555AB415116,2020-05-26,1,Vente,152750.0
31555AC783,2020-05-19,1,Vente,86000.0
31555AB18912,2020-05-15,1,Vente,322200.0
31462AI537,2020-05-14,1,Vente,65000.0
31555AV9640,2020-05-29,1,Vente,98225.0
31116AT12816,2020-05-26,1,Vente,147000.0
31555AB64044,2020-05-05,1,Vente,208663.0
31555AC42723,2020-05-18,1,Vente,141300.0
31488AD31179,2020-05-14,1,Vente,80000.0
31555AX7714,2020-05-15,1,Vente,178250.0
31022AH21913,2020-05-20,1,Vente,232405.0
31555AB391,2020-05-27,1,Vente,110185.0
31555AB303339,2020-05-29,1,Vente,248700.0
31555AB63672,2020-05-29,1,Vente,251220.0
31555AC2435,2020-05-20,1,Vente,435000.0
31555AI169400,2020-05-18,1,Vente,130528.0
31555AC1414,2020-05-25,1,Vente,570000.0
31555AB1743,2020-06-09,1,Vente,88000.0
31555AH12660,2020-05-29,1,Vente,116000.0
31446AR24252,2020-05-15,1,Vente,86400.0
31555AT3631,2020-05-27,1,Vente,155340.0
31555AC6811,2020-05-29,1,Vente,240000.0
31555AD55425,2020-06-05,1,Vente,157000.0
31555AB1764,2020-05-13,1,Vente,211000.0
31446AK301323,2020-06-15,1,Vente,157000.0
31555AB23413,2020-06-04,1,Vente,167900.0
31555AB5358,2020-05-14,1,Vente,328760.0
31555AH54940,2020-06-11,1,Vente,263000.0
31555AB29235,2020-05-25,1,Vente,266050.0
31044BX349212,2020-05-20,1,Vente,173000.0
31555AD555298,2020-05-12,1,Vente,120340.0
31555AC2542,2020-05-18,1,Vente,295590.0
31555AY88980,2020-06-03,1,Vente,163122.5
31555AM27638,2020-06-10,1,Vente,94000.0
31488AR190231,2020-05-27,1,Vente,132500.0
31186AH10621,2020-05-29,1,Vente,84000.0
31555AB34016,2020-05-29,1,Vente,104000.0
31555AB513678,2020-05-19,1,Vente,133190.0
31555AW8503,2020-06-03,1,Vente,138000.0
31555AB339164,2020-05-26,1,Vente,460000.0
31555AD2111,2020-05-27,1,Vente,148300.0
31555AB15856,2020-06-05,1,Vente,93500.0
31555AE272206,2020-05-19,1,Vente,111200.0
31044AW130172,2020-05-18,1,Vente,146600.0
31555AB25928,2020-06-03,1,Vente,486340.0
31555AB24715,2020-05-25,1,Vente,598250.0
31555AC6834,2020-06-15,1,Vente,322989.0
31555AD429334,2020-05-28,1,Vente,332000.0
31116AI2527,2020-06-11,1,Vente,209850.0
31555AS21630,2020-05-20,1,Vente,127000.0
31555AE11619,2020-06-15,1,Vente,235000.0
31555AP310129,2020-06-16,1,Vente,98900.0
31555BH11922,2020-05-20,1,Vente,232000.0
31555AB37215,2020-05-27,1,Vente,324923.0
31555AB45125,2020-06-19,1,Vente,490000.0
31555AE3702,2020-05-29,1,Vente,349000.0
31555AD47814,2020-05-29,1,Vente,68000.0
31555AB201264,2020-06-12,1,Vente,153846.0
31446AI3088,2020-06-24,1,Vente,211960.0
31022AC39821,2020-05-28,1,Vente,204410.0
31555AD518160,2020-06-22,1,Vente,174000.0
31555AM34710,2020-06-05,1,Vente,207500.0
31555AP2482,2020-06-10,1,Vente,100000.0
31555AD70107,2020-06-04,1,Vente,122670.0
31555AR9311,2020-06-25,1,Vente,255321.0
31182BE222233,2020-06-11,1,Vente,93000.0
31555AB1485,2020-06-24,1,Vente,655800.0
31555AB4902,2020-06-29,1,Vente,40000.0
31555AB41219,2020-06-22,1,Vente,78000.0
31555AD3572,2020-06-19,1,Vente,184701.0
31555AK14814,2020-06-25,1,Vente,119500.0
31282AA167124,2020-06-10,1,Vente,221870.0
31555AP7866,2020-06-10,1,Vente,255000.0
31555AC53016,2020-06-26,1,Vente,418000.0
31555AB443,2020-06-22,1,Vente,325000.0
31446AL193109,2020-06-10,1,Vente,191947.0
31555AB2972,2020-06-12,1,Vente,224700.0
31022AB1791,2020-06-30,1,Vente,233600.0
31555AH467103,2020-06-29,1,Vente,166300.0
31446AD6151,2020-06-23,1,Vente,132755.0
31555AL50535,2020-06-10,1,Vente,167000.0
31561AN219602,2020-06-18,1,Vente,157800.0
31555AB2154,2020-06-15,1,Vente,350000.0
31116AW77264,2020-06-30,1,Vente,137500.0
31555AC167110,2020-06-19,1,Vente,245000.0
31044CI76110,2020-06-19,1,Vente,236050.0
31555AB3434,2020-06-24,1,Vente,360000.0
31555AB76017,2020-06-29,1,Vente,107510.0
31182BE222353,2020-06-20,1,Vente,81000.0
31462AC112,2020-06-23,1,Vente,323850.0
31555AB1106,2020-06-30,1,Vente,124700.0
31555AC18415,2020-06-25,1,Vente,185960.0
31555AD379103,2020-06-24,1,Vente,234000.0
31184ZB242,2020-06-26,1,Vente,316484.0
31555AW8838,2020-05-20,1,Vente,198350.0
31555AD409406,2020-06-25,1,Vente,162962.0
31555AC3834,2020-04-30,1,Vente,122480.0
31555AC71329,2020-01-09,1,Vente,138100.0
31555AH335,2020-01-20,1,Vente,81000.0
31557AR15386,2020-01-23,1,Vente,123000.0
31149BK14126,2020-01-20,1,Vente,137000.0
31555AW3072,2020-01-31,1,Vente,152000.0
31069AI4344,2020-01-27,1,Vente,133500.0
31069AI57924,2020-02-04,1,Vente,154900.0
31555AM43873,2020-01-23,1,Vente,199000.0
31555AM22253,2020-01-31,1,Vente,100732.0
31555BE52131,2020-01-23,1,Vente,153000.0
31555AM1525,2020-02-13,1,Vente,205000.0
31584N90109,2020-02-14,1,Vente,102920.0
31555AM30360,2020-02-19,1,Vente,61000.0
31149BP95309,2020-02-12,1,Vente,110000.0
31555AH1383,2020-02-20,1,Vente,139000.0
31032ZB10126,2020-02-25,1,Vente,142000.0
31069BO626271,2020-02-27,1,Vente,166000.0
31157BM13242,2020-04-30,1,Vente,112000.0
31555AC18964,2020-04-30,1,Vente,75000.0
31555AT12113,2020-04-16,1,Vente,275000.0
31232F2079161,2020-04-20,1,Vente,90000.0
31526AM5742,2020-05-18,1,Vente,260000.0
31351AL72311,2020-05-12,1,Vente,105500.0
31557BX108011,2020-05-13,1,Vente,170280.0
31202F11601,2020-05-12,1,Vente,200000.0
31557AY4270,2020-05-22,1,Vente,110000.0
31555AH63213,2020-05-20,1,Vente,115800.0
31232B123547,2020-05-06,1,Vente,174500.0
31232F223945,2020-05-29,1,Vente,161500.0
31555AN8227,2020-06-02,1,Vente,124000.0
31555AM11313,2020-05-29,1,Vente,143500.0
31555AT16056,2020-05-19,1,Vente,156650.0
31555BB46607,2020-05-18,1,Vente,51000.0
31555AD537168,2020-05-29,1,Vente,55000.0
31555AM11278,2020-06-19,1,Vente,117000.0
31555AS66221,2020-06-05,1,Vente,75229.0
31056AK25627,2020-06-03,1,Vente,175000.0
31555AD8719,2020-06-19,1,Vente,91000.0
31555AM180109,2020-06-26,1,Vente,168000.0
31584E23568,2020-06-16,1,Vente,38000.0
31555AB255526,2020-06-30,1,Vente,83120.0
31555AB419120,2020-06-23,1,Vente,179000.0
31555AP2522,2020-06-24,1,Vente,132650.0
31555AR21125,2020-06-10,1,Vente,70000.0
31149BP31027,2020-06-23,1,Vente,124000.0
31069BO52525,2020-06-29,1,Vente,85000.0
31555AN623,2020-06-02,1,Vente,137900.0
31066B289023,2020-01-07,1,Vente,166450.0
31113BO35819,2020-01-25,1,Vente,129119.0
31113CD5442,2020-01-07,1,Vente,165000.0
31113BA22416,2020-01-24,1,Vente,237500.0
31582D11304,2020-01-11,1,Vente,80000.0
31113CD5312,2020-01-22,1,Vente,129700.0
31396C177010,2020-01-20,1,Vente,55000.0
31254AP114116,2020-01-29,1,Vente,246500.0
31451AD43330,2020-01-30,1,Vente,60000.0
31113BS13810,2020-01-30,1,Vente,172900.0
31506BI54,2020-01-31,1,Vente,128000.0
31271AB4171,2020-01-31,1,Vente,433000.0
31113BO239110,2020-02-27,1,Vente,64000.0
31259AN612,2020-02-27,1,Vente,157000.0
31506BI126103,2020-02-21,1,Vente,245250.0
31066B283811,2020-02-05,1,Vente,55000.0
31113BT1255,2020-02-24,1,Vente,268060.0
31506BE18616,2020-04-28,1,Vente,128500.0
31506BB20132,2020-05-27,1,Vente,157410.0
31259AK26,2020-05-28,1,Vente,130000.0
31035AD29529,2020-05-28,1,Vente,270000.0
31035AD427201,2020-05-04,1,Vente,311450.0
31169ZA1218,2020-05-18,1,Vente,211000.0
31358C2250102,2020-05-27,1,Vente,195355.0
31259AC14107,2020-05-18,1,Vente,111900.0
31113CB2914,2020-05-27,1,Vente,274000.0
31429AE9246,2020-05-15,1,Vente,188000.0
31506BA1310,2020-05-20,1,Vente,119800.0
31066B2838164,2020-06-05,1,Vente,60000.0
31048H173632,2020-06-16,1,Vente,189000.0
31429AE3432,2020-06-15,1,Vente,122000.0
31506BH11638,2020-05-25,1,Vente,155150.0
31396A1615308,2020-05-29,1,Vente,58500.0
31113BO3586,2020-06-13,1,Vente,114400.0
31169ZB676704,2020-06-23,1,Vente,110365.0
31506BH17917,2020-06-26,1,Vente,228300.0
31035AD427113,2020-06-12,1,Vente,245000.0
31506BI13521,2020-06-29,1,Vente,240000.0
31035AD25757,2020-06-26,1,Vente,131500.0
31203AD31410,2020-01-06,1,Vente,72000.0
32013AD95316,2020-01-03,1,Vente,67000.0
32107AE26047,2020-02-27,1,Vente,87000.0
32096AD1928,2020-05-15,1,Vente,28600.0
32013CX5158,2020-05-14,1,Vente,72000.0
32013AC58515,2020-05-19,1,Vente,106900.0
32147AC2951,2020-05-20,1,Vente,111700.0
32160BM11564,2020-05-20,1,Vente,101550.0
32160BH68943,2020-06-05,1,Vente,91000.0
32096AN19467,2020-05-30,1,Vente,24000.0
32096AN213249,2020-06-09,1,Vente,40000.0
32013AL2564,2020-05-27,1,Vente,59500.0
32096AD23177,2020-06-04,1,Vente,32000.0
33063OB8145,2020-01-10,1,Vente,254500.0
33376CB12612,2020-01-10,1,Vente,243000.0
33312BB36969,2020-01-10,1,Vente,53000.0
33449AY80023,2020-01-17,1,Vente,106000.0
33063YV422,2020-01-09,1,Vente,206400.0
33063YM102442,2020-01-09,1,Vente,259600.0
33063LM217,2020-01-15,1,Vente,303600.0
33449DL118207,2020-01-02,1,Vente,156000.0
33063OA591,2020-01-20,1,Vente,499993.0
33063LB1109,2020-01-08,1,Vente,133200.0
33063PX365,2020-01-16,1,Vente,133600.0
33075AV70512,2020-01-03,1,Vente,296651.0
33063OP8349,2020-01-20,1,Vente,150500.0
33063PJ12314,2020-01-22,1,Vente,577000.0
33214BE3682,2020-01-17,1,Vente,117000.0
33214BW1958,2020-01-18,1,Vente,78000.0
33075BD427143,2020-01-14,1,Vente,191000.0
33063PC404,2020-01-20,1,Vente,132850.0
33312BD49917,2020-01-08,1,Vente,149400.0
33063PA2365,2020-01-24,1,Vente,451000.0
33063PI2733,2020-01-09,1,Vente,196000.0
33069AO1608,2020-01-21,1,Vente,130000.0
33063LA15612,2020-01-23,1,Vente,201800.0
33214BI364745,2020-01-23,1,Vente,139000.0
33063PL2784,2020-01-31,1,Vente,407650.0
33063YW3315,2020-01-21,1,Vente,676685.0
33063YM102541,2020-01-31,1,Vente,213500.0
33075AM614,2020-02-03,1,Vente,136000.0
33063PT8329,2020-01-22,1,Vente,285280.0
33063IU163,2020-01-23,1,Vente,98550.0
33063RM4476,2020-01-22,1,Vente,200500.0
33200AW173127,2020-01-15,1,Vente,233500.0
33063PS378,2020-01-24,1,Vente,172867.0
33063YD15818,2020-01-31,1,Vente,242150.0
33162AY1417,2020-01-31,1,Vente,143000.0
33063PE293,2020-01-30,1,Vente,307650.0
33214BY203,2020-02-05,1,Vente,105540.0
33162AS724,2020-01-28,1,Vente,320000.0
33063KV23716,2020-01-30,1,Vente,393800.0
33214BI363427,2020-01-22,1,Vente,65000.0
33075AS352135,2020-01-24,1,Vente,117000.0
33063OX1540,2020-01-31,1,Vente,278650.0
33075AV7057,2020-01-23,1,Vente,320575.0
33162AC42643,2020-02-06,1,Vente,159200.0
33214BI363318,2020-01-24,1,Vente,82664.0
33214BI225,2020-02-11,1,Vente,149500.0
33063MD16,2020-01-20,1,Vente,145800.0
33075BC6913,2020-01-30,1,Vente,205600.0
33063OC151,2020-02-03,1,Vente,262100.0
33063VH23419,2020-02-11,1,Vente,206600.0
33063KT2408,2020-01-31,1,Vente,334830.0
33214CH11827,2020-01-30,1,Vente,480000.0
33312BA185133,2020-01-30,1,Vente,193000.0
33069AM102423,2020-02-03,1,Vente,184000.0
33376CA30252,2020-02-03,1,Vente,129000.0
33312BA185141,2020-02-05,1,Vente,233400.0
33063RT24,2020-01-22,1,Vente,379889.0
33256BI1912,2020-01-27,1,Vente,179000.0
33069AO1552,2020-02-10,1,Vente,286000.0
33200AO13645,2020-02-14,1,Vente,275000.0
33063RM44139,2020-02-14,1,Vente,292050.0
33214BY799208,2020-02-07,1,Vente,137620.0
33063TC96609,2020-01-30,1,Vente,239100.0
33063LC786,2020-02-17,1,Vente,207760.0
33075AR30922,2020-01-29,1,Vente,228000.0
33063MA18829,2020-02-12,1,Vente,264000.0
33312BA18537,2020-02-14,1,Vente,170000.0
33297C110110,2020-01-30,1,Vente,210000.0
33075AS35521,2020-01-31,1,Vente,166600.0
33519AM35120,2020-02-11,1,Vente,223100.0
33063LE649,2020-02-14,1,Vente,321200.0
33063OD2364,2020-02-14,1,Vente,303200.0
33063RK992,2020-02-17,1,Vente,159965.0
33063VA626,2020-02-19,1,Vente,467850.0
33312BC4308,2020-01-31,1,Vente,141600.0
33063RI891,2020-02-04,1,Vente,905000.0
33162BA110742,2020-02-04,1,Vente,144000.0
33214CH11429,2020-02-25,1,Vente,280730.0
33214CK40324,2020-02-17,1,Vente,303270.0
33063YE1416,2020-02-14,1,Vente,195500.0
33214BI363404,2020-02-21,1,Vente,97613.0
33214CH12415,2020-02-21,1,Vente,533550.0
33075BD427150,2020-02-26,1,Vente,156700.0
33200AL9528,2020-02-21,1,Vente,237000.0
33063PK7520,2020-02-19,1,Vente,386240.0
33519AM26215,2020-02-14,1,Vente,290000.0
33214BY3958,2020-01-31,1,Vente,141020.0
33063LO151,2020-02-20,1,Vente,316150.0
33063PC704,2020-02-27,1,Vente,363280.0
33063PL2623,2020-02-19,1,Vente,295075.0
33063RO55160,2020-02-21,1,Vente,162250.0
33063TC11774,2020-02-21,1,Vente,132264.0
33104AO24113,2020-02-07,1,Vente,150000.0
33214BE36118,2020-03-04,1,Vente,101000.0
33063KP4316,2020-02-25,1,Vente,157150.0
33449AY331405,2020-02-28,1,Vente,154800.0
33069AM6423,2020-02-20,1,Vente,220000.0
33214BV48310,2020-02-14,1,Vente,215600.0
33063PN272,2020-02-28,1,Vente,787000.0
33056BR218529,2020-02-24,1,Vente,145700.0
33069AV19137,2020-03-02,1,Vente,72000.0
33214BI30971,2020-03-11,1,Vente,118360.0
33214BI31113,2020-03-11,1,Vente,103000.0
33063VI7136,2020-03-12,1,Vente,166500.0
33063SD5576,2020-03-11,1,Vente,358200.0
33063RO55401,2020-02-25,1,Vente,178220.0
33063RE382,2020-02-27,1,Vente,241860.0
33075BD427137,2020-03-16,1,Vente,153000.0
33214BV39455,2020-02-27,1,Vente,155000.0
33063PO1646,2020-03-09,1,Vente,217900.0
33214BE42472,2020-03-18,1,Vente,127125.0
33063NT14133,2020-03-10,1,Vente,91500.0
33063RO55519,2020-03-06,1,Vente,174900.0
33063YD21418,2020-02-28,1,Vente,229500.0
33104AO24142,2020-03-16,1,Vente,147000.0
33449DR2167,2020-03-06,1,Vente,115180.0
33162BK14127,2020-03-12,1,Vente,188591.3
33056BR2182,2020-03-16,1,Vente,188400.0
33063RM13261,2020-03-30,1,Vente,247500.0
33162AB884,2020-04-17,1,Vente,178000.0
33063LB2716,2020-04-30,1,Vente,262890.0
33075AV4978,2020-05-01,1,Vente,165000.0
33214BE4112,2020-04-09,1,Vente,102000.0
33376CB12635,2020-04-23,1,Vente,168000.0
33075AV4918,2020-04-30,1,Vente,135000.0
33162BC5358,2020-05-07,1,Vente,170000.0
33063RO55549,2020-04-27,1,Vente,230500.0
33063OC53224,2020-05-14,1,Vente,162330.0
33162BD1012,2020-04-24,1,Vente,228394.0
33063VE4857,2020-04-24,1,Vente,232000.0
33214BY595511,2020-05-19,1,Vente,102564.0
33063KW197,2020-05-07,1,Vente,387500.0
33214BE394104,2020-04-30,1,Vente,54560.0
33063PR1671,2020-04-30,1,Vente,191500.0
33214BI363307,2020-04-23,1,Vente,81000.0
33162BI32340,2020-05-14,1,Vente,142000.0
33063LN814,2020-05-20,1,Vente,228673.0
33075AR3094,2020-05-22,1,Vente,371300.0
33063PV13106,2020-05-20,1,Vente,241000.0
33063RY29285,2020-05-20,1,Vente,110600.0
33214BY59510,2020-05-12,1,Vente,77000.0
33075BK23,2020-05-14,1,Vente,178500.0
33214BI363159,2020-03-18,1,Vente,52700.0
33063KM23219,2020-05-14,1,Vente,162300.0
33214BI31175,2020-05-27,1,Vente,70000.0
33162AO2762,2020-05-29,1,Vente,272300.0
33069AL662104,2020-05-28,1,Vente,255000.0
33075BH262,2020-06-03,1,Vente,168000.0
33376CB12619,2020-05-12,1,Vente,293000.0
33056BR3861105,2020-05-18,1,Vente,132000.0
33069AH15113,2020-05-19,1,Vente,180000.0
33069AO3441,2020-05-18,1,Vente,463700.0
33449AY11428,2020-05-19,1,Vente,174000.0
33449DT5009,2020-05-25,1,Vente,152030.0
33312BA185101,2020-05-15,1,Vente,182000.0
33063RC1223,2020-05-15,1,Vente,257053.0
33069AM10241,2020-05-29,1,Vente,419000.0
33063NL2126,2020-05-29,1,Vente,307500.0
33075AS3534,2020-05-25,1,Vente,140000.0
33063KE545,2020-06-03,1,Vente,289808.0
33063RE1464,2020-05-25,1,Vente,615000.0
33063PS492,2020-05-25,3,Vente,1176150.0
33063ST1483,2020-05-15,1,Vente,228200.0
33063OL515,2020-05-20,1,Vente,125500.0
33162BI32341,2020-05-26,1,Vente,128500.0
33063KI2211,2020-05-26,1,Vente,493441.25
33063RE1491,2020-05-25,1,Vente,350950.0
33449IM6183,2020-05-25,1,Vente,378000.0
33063YV19437,2020-05-18,1,Vente,225800.0
33063NP281,2020-06-05,1,Vente,162500.0
33104AO24151,2020-06-11,1,Vente,124000.0
33063NB11614,2020-05-25,1,Vente,344400.0
33075BA26237,2020-05-29,1,Vente,261000.0
33063VL2234,2020-06-15,1,Vente,242600.0
33069AI7671,2020-06-12,1,Vente,174200.0
33063KL769,2020-06-05,1,Vente,70800.0
33063RL8317,2020-05-28,1,Vente,224900.0
33214CH1330,2020-05-27,1,Vente,270000.0
33069AK66823,2020-05-28,1,Vente,195000.0
33063NT14163,2020-06-09,1,Vente,90480.0
33214BY595113,2020-06-05,1,Vente,83600.0
33075AS34137,2020-05-29,1,Vente,247000.0
33056BW287129,2020-06-12,1,Vente,160050.0
33075BB44324,2020-04-30,1,Vente,162000.0
33069AN71,2020-05-27,1,Vente,307000.0
33312BB3685,2020-05-25,1,Vente,125000.0
33449AS2991,2020-06-10,1,Vente,255000.0
33069AC37219,2020-06-05,1,Vente,87303.0
33063VT1788,2020-05-26,1,Vente,334400.0
33063YE1427,2020-06-02,1,Vente,235336.0
33069AE10114,2020-06-02,1,Vente,172000.0
33075BC6942,2020-06-18,1,Vente,129000.0
33075AS35244,2020-06-03,1,Vente,135055.0
33214BI364735,2020-05-28,1,Vente,138000.0
33075AR14938,2020-05-26,1,Vente,225000.0
33063LE121,2020-06-10,1,Vente,458000.0
33063KI12416,2020-06-22,1,Vente,143450.0
33063LC914,2020-06-11,1,Vente,396000.0
33449IM61201,2020-05-27,1,Vente,314400.0
33075AS37443,2020-06-04,1,Vente,166150.0
33056BR839,2020-06-05,1,Vente,128000.0
33063PL765,2020-06-24,1,Vente,440640.0
33063NL3218,2020-06-18,1,Vente,314000.0
33214BI363289,2020-06-12,1,Vente,84000.0
33214BW1929,2020-06-15,1,Vente,130000.0
33075AV4977,2020-06-24,1,Vente,126000.0
33069AH2302,2020-06-26,1,Vente,175750.0
33449IM6117,2020-06-03,1,Vente,350000.0
33162AS56916,2020-06-05,1,Vente,147048.0
33069AV195151,2020-06-16,1,Vente,157500.0
33063YE1424,2020-06-18,1,Vente,189000.0
33069AL450369,2020-06-12,1,Vente,135000.0
33063MZ28155,2020-06-15,1,Vente,249900.0
33063PL171,2020-06-11,1,Vente,926500.0
33063PW837,2020-06-25,1,Vente,179500.0
33063KH492,2020-06-23,1,Vente,226400.0
33449HS1269,2020-06-18,1,Vente,109700.0
33075BH32811,2020-06-17,1,Vente,260000.0
33063RL1332,2020-06-15,1,Vente,721000.0
33063OB18119,2020-06-24,1,Vente,354000.0
33063RS125118,2020-03-02,1,Vente,227811.0
33056BR3861116,2020-06-23,1,Vente,221500.0
33063RP153,2020-06-29,1,Vente,398500.0
33063OX5511,2020-06-26,1,Vente,368540.0
33063RI782,2020-06-25,1,Vente,285200.0
33214BI363306,2020-06-12,1,Vente,71000.0
33449IN896,2020-06-30,1,Vente,115000.0
33214BY56771,2020-06-18,1,Vente,145000.0
33069AH1582,2020-06-22,1,Vente,345657.0
33268AC4332,2020-06-22,1,Vente,285308.0
33214BE36124,2020-06-24,1,Vente,80000.0
33162AX272227,2020-06-30,1,Vente,221800.0
33063SD5524,2020-06-30,1,Vente,239450.0
33162AV18419,2020-06-23,1,Vente,180000.0
33104AO24125,2020-06-24,1,Vente,92000.0
33063PJ2556,2020-06-19,1,Vente,161809.0
33063RT28122,2020-06-17,1,Vente,187000.0
33063HB2113,2020-01-06,1,Vente,150900.0
33063EK2598,2020-01-02,1,Vente,86025.0
33039AD69333,2020-01-10,1,Vente,156000.0
33281BO17111,2020-01-07,1,Vente,233000.0
33063HI1785,2020-01-10,1,Vente,326050.0
33039AE62010,2020-01-15,1,Vente,208750.0
33192CC313,2020-01-14,1,Vente,174900.0
33522AP6638,2020-01-16,1,Vente,145650.0
33192AT315219,2020-01-13,1,Vente,288500.0
33522AT120928,2020-01-07,1,Vente,60000.0
33063HD20312,2020-01-02,1,Vente,79000.0
33063CT392,2020-01-09,1,Vente,351000.0
33522BH231207,2020-01-08,1,Vente,147800.0
33063ID259152,2020-01-17,1,Vente,356922.0
33063DT2185,2020-01-17,1,Vente,188000.0
33522AI52554,2020-01-06,1,Vente,106000.0
33063HA7411,2020-01-03,1,Vente,278300.0
33522AN33859,2020-01-09,1,Vente,70500.0
33063EA1051,2020-01-13,1,Vente,217500.0
33522BH23159,2020-01-10,1,Vente,165300.0
33063DB2147,2020-01-10,1,Vente,318850.0
33281BP508263,2020-01-23,1,Vente,199000.0
33318BE323222,2020-01-15,1,Vente,170000.0
33063DH3813,2020-01-17,1,Vente,374000.0
33192BE4865,2020-01-23,1,Vente,87000.0
33550CO521144,2020-01-13,1,Vente,169000.0
33550AV354117,2020-01-03,1,Vente,159500.0
33522AM42513,2020-01-15,1,Vente,550000.0
33039AR4712,2020-01-13,1,Vente,270500.0
33281CE211209,2020-01-23,1,Vente,175210.0
33318AY72362,2020-01-24,1,Vente,130000.0
33039AR6277,2020-01-17,1,Vente,133000.0
33063HM1433,2020-01-22,1,Vente,96300.0
33318CW338170,2020-01-10,1,Vente,113000.0
33039AH9686,2020-01-06,1,Vente,65000.0
33522BL16245,2020-01-14,1,Vente,123448.0
33039AB10985,2020-01-24,1,Vente,213000.0
33281BE13336,2020-01-14,1,Vente,186600.0
33063CS1061,2020-01-16,1,Vente,176000.0
33063HE42111,2020-01-09,1,Vente,207600.0
33522BL16269,2020-01-10,1,Vente,109720.0
33063ER19951,2020-01-20,1,Vente,90000.0
33318KE186911,2020-01-27,1,Vente,116000.0
33039AY1208,2020-01-06,1,Vente,149500.0
33063BT2326,2020-01-31,1,Vente,114500.0
33039AI2163,2020-01-10,1,Vente,238350.0
33281CE11812,2020-01-17,1,Vente,219000.0
33318CI32113,2020-01-10,1,Vente,237500.0
33281BI902008,2020-01-13,1,Vente,189000.0
33318AY66425,2020-01-30,1,Vente,175500.0
33063HD626,2020-01-20,1,Vente,205710.0
33281AV428125,2020-01-15,1,Vente,219200.0
33550CO521241,2020-01-07,1,Vente,123000.0
33318CT19195,2020-01-31,1,Vente,158500.0
33422BK29,2020-01-29,1,Vente,279800.0
33522AE9732,2020-01-28,1,Vente,106300.0
33318HA14424,2020-01-24,1,Vente,188550.0
33063DK171185,2020-01-30,1,Vente,216565.0
33281BK596190,2020-01-22,1,Vente,231750.0
33281DR227,2020-01-09,1,Vente,328000.0
33522AT1202,2020-01-29,1,Vente,171000.0
33063EL3123,2020-01-30,1,Vente,147620.0
33063CT26952,2020-02-07,1,Vente,134750.0
33063DU823,2020-01-23,1,Vente,123500.0
33063ES333,2020-01-29,1,Vente,222500.0
33063ID324121,2020-01-31,1,Vente,131500.0
33522AI60417,2020-01-24,1,Vente,96030.0
33281DS41599,2020-01-27,1,Vente,159800.0
33063DP754,2020-01-15,1,Vente,116800.0
33063DB624,2020-01-07,1,Vente,204620.0
33550CL44224,2020-01-27,1,Vente,177500.0
33522AB412235,2020-01-24,1,Vente,245000.0
33281BY13193,2020-02-06,1,Vente,138000.0
33039AT3392,2020-01-24,1,Vente,189090.0
33063BV1749,2020-01-22,1,Vente,168000.0
33039AB4991,2020-01-31,1,Vente,119000.0
33063DR1577,2020-01-29,1,Vente,230850.0
33281CP75634,2020-02-06,1,Vente,102500.0
33063DO1417,2020-01-31,1,Vente,343700.0
33063DT5716,2020-01-23,1,Vente,184120.0
33550CR33923,2020-01-17,1,Vente,371000.0
33063ID259204,2020-01-17,1,Vente,200780.0
33063DU1498,2020-02-03,1,Vente,138750.0
33522BE43733,2020-01-20,1,Vente,199000.0
33522AT120929,2020-01-30,1,Vente,67500.0
33192BL32102,2020-01-27,1,Vente,220000.0
33522BO3542,2020-01-31,1,Vente,561500.0
33063EH237217,2020-02-13,1,Vente,322500.0
33063CJ11459,2020-01-28,1,Vente,115500.0
33273AL45622,2020-02-07,1,Vente,124000.0
33090AN2497,2020-02-07,1,Vente,169000.0
33063EC1935,2020-01-20,1,Vente,116000.0
33550CO521124,2020-01-21,1,Vente,93275.0
33522BH9224,2020-01-31,1,Vente,70000.0
33063DA3933,2020-01-20,1,Vente,187500.0
33281BP13136,2020-01-24,1,Vente,178977.0
33522AI60440,2020-01-31,1,Vente,165330.0
33039AE62034,2020-02-03,1,Vente,110514.0
33063CT24312,2020-02-04,1,Vente,160500.0
33281CD3181,2020-01-23,1,Vente,169000.0
33063HE3482,2020-01-31,1,Vente,192018.0
33063DB53,2020-02-03,1,Vente,150865.0
33192CE23546,2020-02-13,1,Vente,150000.0
33281BI90462,2020-01-24,1,Vente,153000.0
33281BI42717,2020-01-22,1,Vente,128000.0
33192CC353,2020-02-05,1,Vente,149000.0
33063DU38126,2020-01-31,1,Vente,167000.0
33281CD3322,2020-02-07,1,Vente,211950.0
